,CIK Number,Entity Name,Address_1,City,State,Zip Code
1839,0001462712,"T. Rowe Price U.S. Large-Cap Core Fund, Inc.",100 EAST PRATT STREET,BALTIMORE,MD,21202
1840,0001464413,Starboard Investment Trust,116 SOUTH FRANKLIN STREET,ROCKY MOUNT,NC,27802-0069
1841,0001465886,Transparent Value Trust,702 KING FARM BOULEVARD,ROCKVILLE,MD,20850
1842,0001467831,ETF Managers Trust,30 MAPLE STREET,SUMMIT,NJ,07901
1843,0001469192,MAINSTAY FUNDS TRUST,51 MADISON AVENUE,NEW YORK,NY,10010
1844,0001472754,Evermore Funds Trust,89 SUMMIT AVENUE,SUMMIT,NJ,07901
1845,0001473646,Stock Portfolio,TWO INTERNATIONAL PLACE,BOSTON,MA,02110
1846,0001474074,Genworth Life of New York VA Separate Account 3,6610 WEST BROAD STREET,RICHMOND,VA,23230
1847,0001474103,Legg Mason Global Asset Management Trust,100 INTERNATIONAL DRIVE,BALTIMORE,MD,21202
1848,0001474365,CAPITAL GROUP PRIVATE CLIENT SERVICES FUNDS,6455 IRVINE CENTER DRIVE,IRVINE,CA,92618
1849,0001475231,Separate Account VA FF,4333 EDGEWOOD ROAD NE,CEDAR RAPIDS,IA,524990001
1850,0001475234,Separate Account VA HH,4333 EDGEWOOD ROAD NE,CEDAR RAPIDS,IA,524990001
1851,0001475712,Global Opportunities Portfolio,TWO INTERNATIONAL PLACE,BOSTON,MA,02110
1852,0001476842,TFLIC Pooled Account No. 44,4 MANHATTANVILLE ROAD,PURCHASE,NY,10577
1853,0001477491,ARCHER INVESTMENT SERIES TRUST,11711 N. COLLEGE AVENUE,CARMEL,IN,46032
1854,0001477597,Papp Investment Trust,225 PICTORIA DRIVE,CINCINNATI,OH,45246
1855,0001478482,John Hancock Exchange-Traded Fund Trust,C/O JOHN HANCOCK FUNDS,BOSTON,MA,02116
1856,0001479026,Goldman Sachs ETF Trust,200 WEST STREET,NEW YORK,NY,10282-2198
1857,0001479359,PIMCO Equity Series VIT,650 NEWPORT CENTER DRIVE,NEWPORT BEACH,CA,92660
1858,0001479360,PIMCO Equity Series,650 NEWPORT CENTER DRIVE,NEWPORT BEACH,CA,92660
1859,0001479599,AGF Investments Trust,53 STATE STREET,BOSTON,MA,02109
1860,0001480207,DoubleLine Funds Trust,333 SOUTH GRAND AVENUE,LOS ANGELES,CA,90071
1861,0001481686,Nile Capital Investment Trust,116 VILLAGE BLVD.,PRINCETON,NJ,08540
1862,0001484018,Spinnaker ETF Series,116 SOUTH FRANKLIN STREET,ROCKY MOUNT,NC,27802-0069
1863,0001484750,"COHEN & STEERS PREFERRED SECURITIES & INCOME FUND, INC.",280 PARK AVENUE,NEW YORK,NY,10017
1864,0001485894,J.P. Morgan Exchange-Traded Fund Trust,277 PARK AVENUE,NEW YORK,NY,10172
1865,0001486048,"T. Rowe Price Real Assets Fund, Inc.",100 EAST PRATT STREET,BALTIMORE,MD,21202
1866,0001487499,Transamerica Separate Account R3,4333 EDGEWOOD ROAD NE,CEDAR RAPIDS,IA,52499
1867,0001488175,Oppenheimer Emerging Markets Local Debt Fund,6803 SOUTH TUCSON WAY,CENTENNIAL,CO,80112-3924
1868,0001489215,Mirae Asset Discovery Funds,625 MADISON AVENUE,NEW YORK,NY,10022
1869,0001491978,FlexShares Trust,50 S. LASALLE STREET,CHICAGO,IL,60603
1870,0001492374,Destra Investment Trust,444 WEST LAKE STREET,CHICAGO,IL,60606
1871,0001493214,Global Macro Absolute Return Advantage Portfolio,TWO INTERNATIONAL PLACE,BOSTON,MA,02110
1872,0001493580,BNY Mellon ETF Trust,240 GREENWICH STREET,NEW YORK,NY,10286
1873,0001494928,RIVERPARK FUNDS TRUST,156 WEST 56TH STREET,NEW YORK,NY,10019
1874,0001495922,EntrepreneurShares Series Trust,"C/O WESTON CAPITAL ADVISORS, LLC",BOSTON,MA,02210
1875,0001496998,AMERICAN FUNDS MORTGAGE FUND,6455 IRVINE CENTER DRIVE,IRVINE,CA,92618
1876,0001496999,AMERICAN FUNDS TAX-EXEMPT FUND OF NEW YORK,6455 IRVINE CENTER DRIVE,IRVINE,CA,92618
1877,0001497362,Pinnacle Capital Management Funds Trust,"C/O ULTIMUS FUND SOLUTIONS, LLC",CINCINNATI,OH,45246
1878,0001497778,FIRST TRUST SERIES FUND,"120 EAST LIBERTY DRIVE, SUITE 400",WHEATON,IL,60187
1879,0001498272,Equinox Funds Trust,450 WIRELESS BOULEVARD,HAUPPAUGE,NY,11788
1880,0001498498,Ashmore Funds,"C/O ROPES & GRAY, LLP",BOSTON,MA,02110
1881,0001499655,Precidian ETFs Trust,PRECIDIAN FUNDS LLC,BEDMINSTER,NJ,07921
1882,0001500604,Janus Detroit Street Trust,151 DETROIT STREET,DENVER,CO,80206
1883,0001501825,Hartford Funds Exchange-Traded Trust,690 LEE ROAD,WAYNE,PA,19087
1884,0001502608,Adviser Managed Trust,1 FREEDOM VALLEY DR.,OAKS,PA,19456
1885,0001502745,Copeland Trust,1400 PEOPLES PLAZA,NEWARK,DE,19702
1886,0001503123,DBX ETF TRUST,875 THIRD AVENUE,NEW YORK,NY,10022-6225
1887,0001504079,GPS Funds II,1655 GRANT STREET,CONCORD,CA,94520
1888,0001505064,MainGate Trust,6075 POPLAR AVE.,MEMPHIS,TN,38119
1889,0001505612,AMERICAN FUNDS GLOBAL BALANCED FUND,6455 IRVINE CENTER DRIVE,IRVINE,CA,92618
1890,0001506213,Strategy Shares,2960 NORTH MERIDIAN STREET,INDIANAPOLIS,IN,46208
1891,0001506768,LoCorr Investment Trust,687 EXCELSIOR BLVD,EXCELSIOR,MN,55331
1892,0001506980,Clark Fork Trust,218 EAST FRONT STREET,MISSOULA,MT,59802
1893,0001510337,FIRST TRUST EXCHANGE-TRADED ALPHADEX FUND II,"120 EAST LIBERTY DRIVE, SUITE 400",WHEATON,IL,60187
1894,0001511699,Managed Portfolio Series,615 EAST MICHIGAN STREET,MILWAUKEE,WI,53202
1895,0001516211,SSGA Master Trust,ONE LINCOLN STREET,BOSTON,MA,02111
1896,0001516212,SSGA Active Trust,ONE LINCOLN STREET,BOSTON,MA,02111
1897,0001516523,Advisers Investment Trust,50 S. LASALLE STREET,CHICAGO,IL,60603
1898,0001517238,Centre Funds,48 WALL STREET,NEW YORK,NY,10005
1899,0001517695,Wall Street EWM Funds Trust,55 EAST 52ND STREET,NEW YORK,NY,10055
1900,0001517936,FIRST TRUST EXCHANGE-TRADED FUND IV,"120 EAST LIBERTY DRIVE, SUITE 400",WHEATON,IL,60187
1901,0001518042,NORTHERN LIGHTS FUND TRUST II,225 PICTORIA DRIVE,CINCINNATI,OH,45246
1902,0001520245,"T. Rowe Price Floating Rate Fund, Inc.",100 EAST BALTIMORE STREET,BALTIMORE,MD,21202
1903,0001520738,Brookfield Investment Funds,BROOKFIELD PLACE,NEW YORK,NY,10281-1023
1904,0001521353,Mairs & Power Funds Trust,W1520 FIRST NATIONAL BANK BUILDING,ST. PAUL,MN,55101-1363
1905,0001521894,GMO Series Trust,40 ROWES WHARF,BOSTON,MA,02210
1906,0001524348,RANGER FUNDS INVESTMENT TRUST,2828 N. HARWOOD STREET,DALLAS,TX,75201
1907,0001524513,iShares U.S. ETF Trust,400 HOWARD STREET,SAN FRANCISCO,CA,94105
1908,0001524968,Vericimetry Funds,1968 N. LAKE AVE. #303,ALTADENA,CA,91001
1909,0001526622,Principal National Life Insurance Co Variable Life Separate Account,PRINCIPAL FINANCIAL GROUP,DES MOINES,IA,50392
1910,0001526787,Natixis ETF Trust,888 BOYLSTON STREET,BOSTON,MA,02199
1911,0001527428,Arrow Investments Trust,6100 CHEVY CHASE DR,LAUREL,MD,20707
1912,0001527972,CAPITAL GROUP EMERGING MARKETS TOTAL OPPORTUNITIES FUND,6455 IRVINE CENTER DRIVE,IRVINE,CA,92618
1913,0001529390,Cambria ETF Trust,2321 ROSECRANS AVENUE,EL SEGUNDO,CA,90245
1914,0001530245,Oppenheimer Global High Yield Fund,6803 SOUTH TUCSON WAY,CENTENNIAL,CO,80112-3924
1915,0001532203,Vanguard Charlotte Funds,P.O. BOX 2600,VALLEY FORGE,PA,19482
1916,0001532206,Arrow ETF Trust,17605 WRIGHT STREET,OMAHA,NE,68130
1917,0001532747,JACKSON VARIABLE SERIES TRUST,1 CORPORATE WAY,LANSING,MI,48951
1918,0001533490,"T. Rowe Price Multi-Sector Account Portfolios, Inc.",100 EAST PRATT STREET,BALTIMORE,MD,21202
1919,0001533503,"Cohen & Steers Real Assets Fund, Inc.",280 PARK AVENUE,NEW YORK,NY,10017
1920,0001534881,Aspiriant Trust,11100 SANTA MONICA BOULEVARD SUITE 600,LOS ANGELES,CA,90025
1921,0001535174,Salient MF Trust,4265 SAN FELIPE,HOUSTON,TX,77027
1922,0001535538,Franklin Alternative Strategies Funds,ONE FRANKLIN PARKWAY,SAN MATEO,CA,94403-1906
1923,0001537140,NORTHERN LIGHTS FUND TRUST III,225 PICTORIA DRIVE,CINCINNATI,OH,45246
1924,0001537151,AMERICAN FUNDS PORTFOLIO SERIES,333 S HOPE STREET,LOS ANGELES,CA,90071
1925,0001537395,FIRST TRUST VARIABLE INSURANCE TRUST,"120 EAST LIBERTY DRIVE, SUITE 400",WHEATON,IL,60187
1926,0001537470,Separate Account No. 70 of Equitable Financial Life Insurance Co,1290 AVENUE OF THE AMERICAS,NEW YORK,NY,10104
1927,0001539996,AMERICAFIRST QUANTITATIVE FUNDS,300 HARDING BOULEVARD,ROSEVILLE,CA,95678
1928,0001540305,ETF Series Solutions,615 EAST MICHIGAN ST,MILWAUKEE,WI,53202
1929,0001540851,TIAA-CREF LIFE SEPARATE ACCOUNT VLI-2,8500 ANDREW CARNEGIE BOULEVARD,CHARLOTTE,NC,28262
1930,0001541630,Short Duration High Income Portfolio,TWO INTERNATIONAL PLACE,BOSTON,MA,02110
1931,0001545440,Ultimus Managers Trust,225 PICTORIA DRIVE,CINCINNATI,OH,45246
1932,0001546416,First Western Funds Trust,"C/O ULTIMUS FUND SOLUTIONS, LLC",CINCINNATI,OH,45246
1933,0001547011,AMERICAN FUNDS COLLEGE TARGET DATE SERIES,"333 SOUTH HOPE STREET, 55TH FLOOR",LOS ANGELES,CA,90071
1934,0001547576,Krane Shares Trust,280 PARK AVENUE,NEW YORK,NY,10017
1935,0001547580,Victory Portfolios II,"4900 TIEDEMAN ROAD, 4TH FLOOR",BROOKLYN,OH,44144
1936,0001547950,Exchange Listed Funds Trust,3555 NW 58TH STREET,OKLAHOMA CITY,OK,73112
1937,0001548609,Brown Advisory Funds,901 SOUTH BOND STREET,BALTIMORE,MD,21231
1938,0001549548,FIRST TRUST EXCHANGE-TRADED FUND V,"120 EAST LIBERTY DRIVE, SUITE 400",WHEATON,IL,60187
1939,0001551431,Premier Multi-Series VIT,"C/O ROPES & GRAY LLP, PRUDENTIAL TOWER",BOSTON,MA,02199
1940,0001551895,Franklin ETF Trust,ONE FRANKLIN PARKWAY,SAN MATEO,CA,94403-1906
1941,0001551950,Columbia ETF Trust I,225 FRANKLIN STREET,BOSTON,MA,02110
1942,0001552324,"Eaton Vance Series Fund, Inc",TWO INTERNATIONAL PLACE,BOSTON,MA,02110
1943,0001552740,FIRST TRUST EXCHANGE-TRADED FUND VI,"120 EAST LIBERTY DRIVE, SUITE 400",WHEATON,IL,60187
1944,0001552947,Two Roads Shared Trust,225 PICTORIA DRIVE,CINCINNATI,OH,45246
1945,0001553195,AMERICAN FUNDS CORPORATE BOND FUND,"333 SOUTH HOPE STREET, 55TH FLOOR",LOS ANGELES,CA,90071
1946,0001553197,AMERICAN FUNDS INFLATION LINKED BOND FUND,6455 IRVINE CENTER DRIVE,IRVINE,CA,92618-4518
1947,0001554348,Forethought Life Insurance Co Separate Account A,10 WEST MARKET STREET,INDIANAPOLIS,IN,46204
1948,0001556505,Advisors Preferred Trust,1445 RESEARCH BOULEVARD,ROCKVILLE,MD,20850
1949,0001557156,Goldman Sachs Trust II,200 WEST STREET,NEW YORK,NY,10282
1950,0001557794,Blackstone Alternative Investment Funds,345 PARK AVENUE,NEW YORK,NY,10154
1951,0001558107,ALPS Series Trust,"1290 BROADWAY, SUITE 1100",DENVER,CO,80203
1952,0001558372,YCG Funds,"3207 RANCH ROAD 620 SOUTH, SUITE 200",AUSTIN,TX,78738
1953,0001559109,ETFis Series Trust I,1540 BROADWAY,NEW YORK,NY,10036
1954,0001560704,Invesco Securities Trust,11 GREENWAY PLAZA,HOUSTON,TX,77046
1955,0001561785,FIRST TRUST EXCHANGE-TRADED FUND VII,"120 EAST LIBERTY DRIVE, SUITE 400",WHEATON,IL,60187
1956,0001562565,Fidelity Merrimack Street Trust,245 SUMMER STREET,BOSTON,MA,02210
1957,0001567101,Bridge Builder Trust,P.O. BOX 1920,DENVER,CO,80201
1958,0001567138,Gator Series Trust,100 SOUTH ASHLEY DRIVE,TAMPA,FL,33602
1959,0001572617,Westchester Capital Funds,C/O ROPES & GRAY LLP,BOSTON,MA,02199-3600
1960,0001572661,Principal Exchange-Traded Funds,711 HIGH STREET,DES MOINES,IA,50392
1961,0001573035,Eaton Vance NextShares Trust,TWO INTERNATIONAL PLACE,BOSTON,MA,02110
1962,0001573099,USAA ETF Trust,9800 FREDERICKSBURG RD,SAN ANTONIO,TX,78288
1963,0001573386,KP Funds,ONE FREEDOM VALLEY DRIVE,OAKS,PA,19456
1964,0001573496,Reality Shares ETF Trust,"402 WEST BROADWAY, SUITE 2800",SAN DIEGO,CA,92101
1965,0001576367,FORUM FUNDS II,"THREE CANAL PLAZA, SUITE 600",PORTLAND,ME,04101
1966,0001577111,OPPENHEIMER SENIOR FLOATING RATE PLUS FUND,6803 SOUTH TUCSON WAY,CENTENNIAL,CO,80112
1967,0001577579,Barings Funds Trust,C/O BARINGS LLC,CHARLOTTE,NC,28202
1968,0001579982,Ark ETF Trust,"155 WEST 19TH STREET, FIFTH FLOOR",NEW YORK,NY,10011
1969,0001580350,WST Investment Trust,"150 W. MAIN STREET, SUITE 1700",NORFOLK,VA,23510
1970,0001580353,Forethought Variable Insurance Trust,10 WEST MARKET STREET,INDIANAPOLIS,IN,46204
1971,0001580641,SEI Insurance Products Trust,ONE FREEDOM VALLEY DRIVE,OAKS,PA,19456
1972,0001580843,SYNTAX ETF TRUST,ONE LIBERTY PLAZA,NEW YORK,NY,10006
1973,0001580956,"Cohen & Steers MLP & Energy Opportunity Fund, Inc.",280 PARK AVENUE,NEW YORK,NY,10017
1974,0001584433,AMERICAN FUNDS DEVELOPING WORLD GROWTH & INCOME FUND,6455 IRVINE CENTER DRIVE,IRVINE,CA,92618
1975,0001584986,STEBEN ALTERNATIVE INVESTMENT FUNDS,9711 WASHINGTONIAN BLVD,GAITHERSBURG,MD,20878
1976,0001585490,Equitable America Variable Account K of Equitable Financial Life Insurance Co of America,1290 AVENUE OF THE AMERICAS,NEW YORK,NY,10104
1977,0001586281,Broadview Funds Trust,330 EAST KILBOURN AVENUE,MILWAUKEE,WI,53202
1978,0001586462,Fidelity Oxford Street Trust II,245 SUMMER STREET,BOSTON,MA,02210
1979,0001587551,Capitol Series Trust,225 PICTORIA DRIVE,CINCINNATI,OH,45246
1980,0001587982,Investment Managers Series Trust II,235 WEST GALENA STREET,MILWAUKEE,WI,53212
1981,0001588812,Global Macro Capital Opportunities Portfolio,TWO INTERNATIONAL PLACE,BOSTON,MA,02110
1982,0001589161,CG Funds Trust,"805 THIRD AVENUE, SUITE 1120",NEW YORK,NY,10022
1983,0001589756,VIRTUS ALTERNATIVE SOLUTIONS TRUST,101 MUNSON STREET,GREENFIELD,MA,01301
1984,0001591556,"BNY Mellon Investment Funds II, Inc.","C/O BNY MELLON INVESTMENT ADVISER, INC.",NEW YORK,NY,10286
1985,0001591939,Absolute Shares Trust,"C/O WBI INVESTMENTS, INC.",RED BANK,NJ,07701
1986,0001592900,Alpha Architect ETF Trust,213 FOXCROFT ROAD,BROOMALL,PA,19008
1987,0001593547,Advisors' Inner Circle Fund III,ONE FREEDOM VALLEY DRIVE,OAKS,PA,19456
1988,0001594854,Aspiration Funds,4551 GLENCOE AVENUE,MARINA DEL REY,CA,90292
1989,0001595106,Innovator ETFs Trust II,109 NORTH HALE STREET,WHEATON,IL,60187
1990,0001595386,Invesco Actively Managed Exchange-Traded Commodity Fund Trust,3500 LACEY ROAD,DOWNERS GROVE,IL,60515
1991,0001597389,USCF ETF Trust,1850 MT. DIABLO BLVD.,WALNUT CREEK,CA,94596
1992,0001597934,Aberdeen Standard Investments ETFs,712 FIFTH AVENUE,NEW YORK,NY,10019
1993,0001598735,PAX WORLD FUNDS SERIES TRUST III,"30 PENHALLOW STREET, SUITE 400",PORTSMOUTH,NH,03801
1994,0001600584,Oppenheimer Emerging Markets Innovators Fund,6803 SOUTH TUSCON WAY,CENTENNIAL,CO,80112-3924
1995,0001600600,"T. Rowe Price Credit Opportunities Fund, Inc.",100 EAST PRATT STREET,BALTIMORE,MD,21202
1996,0001601445,Guggenheim Strategy Funds Trust,702 KING FARM BOULEVARD,ROCKVILLE,MD,20850
1997,0001602508,FundX Investment Trust,"101 MONTGOMERY STREET, SUITE 2400",SAN FRANCISCO,CA,94104-4138
1998,0001604813,TrimTabs ETF Trust,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105
1999,0001605283,Invesco Management Trust,11 GREENWAY PLAZA,HOUSTON,TX,77046
2000,0001605803,Lattice Strategies Trust,690 LEE ROAD,WAYNE,PA,19087
2001,0001605941,1290 Funds,1290 AVENUE OF THE AMERICAS,NEW YORK,NY,10104
2002,0001606378,Eubel Brady & Suttman Mutual Fund Trust,10100 INNOVATION DRIVE,DAYTON,OH,45342
2003,0001607673,VALUE LINE FUNDS INVESTMENT TRUST,"7 TIMES SQUARE, 21ST FLOOR",NEW YORK,NY,10036
2004,0001608530,"T. Rowe Price Intermediate Tax-Free High Yield Fund, Inc.",100 EAST PRATT STREET,BALTIMORE,MD,21202
2005,0001609956,AllianzGI Institutional Multi-Series Trust,"C/O ROPES & GRAY LLP, PRUDENTIAL TOWER",BOSTON,MA,02199
2006,0001612930,Angel Oak Funds Trust,"3344 PEACHTREE ROAD NE, SUITE 1725",ATLANTA,GA,30326
2007,0001614370,Smead Funds Trust,"2777 EAST CAMELBACK ROAD, SUITE 375",PHOENIX,AZ,85016
2008,0001614522,Eaton Vance NextShares Trust II,TWO INTERNATIONAL PLACE,BOSTON,MA,02110
2009,0001616668,Pacer Funds Trust,"16 INDUSTRIAL BLVD, SUITE 201",PAOLI,PA,19301
2010,0001617113,CSOP ETF Trust,"2801-2803, TWO EXCHANGE SQUARE",HONG KONG,F4,00000
2011,0001617762,Oppenheimer Global Multi-Asset Income Fund,6803 SOUTH TUCSON WAY,CENTENNIAL,CO,80112-3924
2012,0001618627,PENN Capital Funds Trust,"1200 INTREPID AVE., SUITE 400",PHILADELPHIA,PA,19112
2013,0001618629,Jefferson National Life of New York Annuity Account 1,10350 ORMSBY PARK PLACE,LOUISVILLE,KY,40223
2014,0001627853,SEI Catholic Values Trust,ONE FREEDOM VALLEY DRIVE,OAKS,PA,19456
2015,0001631942,John Hancock Collateral Trust,C/O JOHN HANCOCK FUNDS,BOSTON,MA,02116
2016,0001633061,Amplify ETF Trust,310 S. HALE ST.,WHEATON,IL,60187
2017,0001635073,Nushares ETF Trust,333 W. WACKER DR.,CHICAGO,IL,60606
2018,0001635295,"BNY Mellon Absolute Insight Funds, Inc.","C/O BNY MELLON INVESTMENT ADVISER, INC.",NEW YORK,NY,10286
2019,0001638024,Hartford Funds NextShares Trust,690 LEE ROAD,WAYNE,PA,19087
2020,0001638872,Clough Funds Trust,1290 BROADWAY,DENVER,CO,80203
2021,0001639105,Variable Annuity-8 Series Account (of Great-West Life & Annuity Insurance Company),8515 EAST ORCHARD ROAD,GREENWOOD VILLAGE,CO,80111
2022,0001639553,Variable Annuity-8 Series Account (of Great-West Life & Annuity Insurance Co of New York),370 LEXINGTON AVENUE,NEW YORK,NY,10017
2023,0001640102,American Funds Retirement Income Portfolio Series,6455 IRVINE CENTER DRIVE,IRVINE,CA,92618
2024,0001640924,Oppenheimer Global Multi-Asset Growth Fund,6803 SOUTH TUCSON WAY,CENTENNIAL,CO,80112-3924
2025,0001643174,Horizon Funds,6210 ARDREY KELL ROAD,CHARLOTTE,NC,28277
2026,0001643838,M3Sixty Funds Trust,"4300 SHAWNEE MISSION PARKWAY, SUITE 100",FAIRWAY,KS,66205
2027,0001644419,Northern Lights Fund Trust IV,225 PICTORIA DRIVE,CINCINNATI,OH,45246
2028,0001645192,WP Trust,"129 NW 13TH STREET, SUITE D26",BOCA RATON,FL,33432
2029,0001645194,Legg Mason ETF Investment Trust,620 EIGHTH AVE,NEW YORK,NY,10018
2030,0001648403,Virtus ETF Trust II,1540 BROADWAY,NEW YORK,NY,10036
2031,0001648566,Ivy NextShares,6300 LAMAR AVENUE,OVERLAND PARK,KS,66202
2032,0001649227,Community Development Fund,6255 CHAPMAN FIELD DRIVE,MIAMI,FL,33156
2033,0001650149,Series Portfolios Trust,615 E. MICHIGAN STREET,MILWAUKEE,WI,53202
2034,0001651634,Oppenheimer Small Cap Value Fund,6803 SOUTH TUCSON WAY,CENTENNIAL,CO,80112-3924
2035,0001651872,Gallery Trust,ONE FREEDOM VALLEY DRIVE,OAKS,PA,19456
2036,0001651981,MEMBERS Horizon Variable Separate Account,2000 HERITAGE WAY,WAVERLY,IA,50677
2037,0001652200,"Cohen & Steers Low Duration Preferred & Income Fund, Inc.",280 PARK AVENUE,NEW YORK,NY,10017
2038,0001653463,Bernstein Fund Inc,ALLIANCEBERNSTEIN LP,NEW YORK,NY,10105
2039,0001655146,AMERICAN FUNDS STRATEGIC BOND FUND,6455 IRVINE CENTER DRIVE,IRVINE,CA,92618
2040,0001655589,Franklin Templeton ETF Trust,ONE FRANKLIN PARKWAY,SAN MATEO,CA,94403
2041,0001657201,Invesco Exchange-Traded Self-Indexed Fund Trust,3500 LACEY ROAD,DOWNERS GROVE,IL,60515
2042,0001657267,Miller/Howard Funds Trust,10 DIXON AVENUE,WOODSTOCK,NY,12498
2043,0001659326,JPMORGAN TRUST IV,277 PARK AVENUE,NEW YORK,NY,10172
2044,0001660765,Clayton Street Trust,151 DETROIT STREET,DENVER,CO,80206
2045,0001660935,American Funds Emerging Markets Bond Fund,6455 IRVINE CENTER DRIVE,IRVINE,CA,92618
2046,0001661813,GoodHaven Funds Trust,"374 MILLBURN AVENUE, SUITE 306",MILLBURN,NJ,07041
2047,0001663503,Centerstone Investors Trust,135 5TH AVENUE,NEW YORK,NY,10010
2048,0001665789,Oppenheimer Macquarie Global Infrastructure Fund,6803 SOUTH TUCSON WAY,CENTENNIAL,CO,80112-3924
2049,0001667919,FIRST TRUST EXCHANGE-TRADED FUND VIII,"120 EAST LIBERTY DRIVE, SUITE 400",WHEATON,IL,60187
2050,0001668512,Guardian Variable Products Trust,"10 HUDSON YARDS, 22 FLOOR",NEW YORK,NY,10001
2051,0001668984,Global Income Builder Portfolio,TWO INTERNATIONAL PLACE,BOSTON,MA,02110
2052,0001669035,5-to-15 Year Laddered Municipal Bond Portfolio,TWO INTERNATIONAL PLACE,BOSTON,MA,02110
2053,0001669626,Thrivent Core Funds,"901 MARQUETTE AVENUE, SUITE 2500",MINNEAPOLIS,MN,55402-3265
2054,0001670310,Davis Fundamental ETF Trust,2949 E. ELVIRA ROAD SUITE 101,TUCSON,AZ,85756
2055,0001672826,OSI ETF Trust,60 STATE STREET,BOSTON,MA,02109
2056,0001673996,Transamerica ETF Trust,1801 CALIFORNIA STREET STE 5200,DENVER,CO,80202
2057,0001678241,Oppenheimer International Growth & Income Fund,6803 SOUTH TUCSON WAY,CENTENNIAL,CO,80112-3924
2058,0001678523,USCA Fund Trust,"4444 WESTHEIMER ROAD, SUITE G500",HOUSTON,TX,77027
2059,0001679949,Matrix Advisors Funds Trust,"10 BANK STREET, SUITE 590",WHITE PLAINS,NY,10606
2060,0001680255,Goehring & Rozencwajg Investment Funds,110 WALL STREET,NEW YORK,NY,10005
2061,0001681576,"T. Rowe Price Total Return Fund, Inc.",100 EAST PRATT STREET,BALTIMORE,MD,21202
2062,0001683471,Listed Funds Trust,615 E. MICHIGAN STREET,MILWAUKEE,WI,53202
2063,0001684381,StrongVest ETF Trust,131 PLANTATION RIDGE DRIVE,MOORESVILLE,NC,28117
2064,0001688680,Brinker Capital Destinations Trust,"1055 WESTLAKES DRIVE, SUITE 250",BERWYN,PA,19312
2065,0001689121,Allstate Assurance Co Variable Life Separate Account,3075 SANDERS RD,NORTHBROOK,IL,60062
2066,0001689322,USCF Mutual Funds Trust,1850 MT. DIABLO BLVD.,WALNUT CREEK,CA,94596
2067,0001689873,GraniteShares ETF Trust,"205 HUDSON STREET 7TH FLOOR,",NEW YORK,NY,10013
2068,0001691167,FS Series Trust,201 ROUSE BOULEVARD,PHILADELPHIA,PA,19112
2069,0001691994,Fiera Capital Series Trust,"375 PARK AVENUE, 8TH FLOOR",NEW YORK,NY,10152
2070,0001696729,PFM Multi-Manager Series Trust,213 MARKET STREET,HARRISBURG,PA,17101
2071,0001697268,Chartwell Funds,1205 WESTLAKES DRIVE,BERWYN,PA,19312
2072,0001698609,BMT Investment Funds,1436 LANCASTER AVENUE,BERWYN,PA,19312
2073,0001698894,Hartford Funds Master Fund,690 LEE ROAD,WAYNE,PA,19087
2074,0001699175,Second Nature Series Trust,"C/O MUTUAL SHAREHOLDER SERVICES, LLC",BROADVIEW HEIGHTS,OH,44147
2075,0001699360,Morningstar Funds Trust,22 W. WASHINGTON STREET,CHICAGO,IL,60602
2076,0001700933,American Beacon Institutional Funds Trust,220 EAST LAS COLINAS BOULEVARD,IRVING,TX,75039
2077,0001704174,Procure ETF Trust I,16 FIREBUSH ROAD,LEVITTOWN,PA,19056
2078,0001707560,Federated Hermes Adviser Series,4000 ERICSSON DRIVE,WARRENDALE,PA,15086-7561
2079,0001707770,"T. Rowe Price Multi-Strategy Total Return Fund, Inc.",100 EAST PRATT STREET,BALTIMORE,MD,21202
2080,0001710607,AMERICAN CENTURY ETF TRUST,4500 MAIN STREET,KANSAS CITY,MO,64111
2081,0001710682,HIGHLAND GLOBAL ALLOCATION FUND II,300 CRESCENT COURT,DALLAS,TX,75201
2082,0001716063,Harvest Volatility Edge Trust,420 LEXINGTON AVE.,NEW YORK,NY,10170
2083,0001716909,Cushing Mutual Funds Trust,"8117 PRESTON ROAD, SUITE 440",DALLAS,TX,75225
2084,0001717375,Dreyfus Institutional Liquidity Funds,"C/O BNY MELLON INVESTMENT ADVISER, INC.",NEW YORK,NY,10286
2085,0001719812,Collaborative Investment Series Trust,125 GREENWICH AVE,GREENWICH,CT,06830
2086,0001722388,Impact Shares Trust I,CORPORATION TRUST CENTER 1209 ORANGE ST,WILMINGTON,DE,19801
2087,0001722478,PPM Funds,225 WEST WACKER DRIVE,CHICAGO,IL,60606
2088,0001724826,Six Circles Trust,C/O J.P. MORGAN PRIVATE INVESTMENTS INC.,NEW YORK,NY,10179
2089,0001727074,PGIM ETF TRUST,655 BROAD STREET,NEWARK,NJ,07102
2090,0001727398,Procure ETF Trust II,16 FIREBUSH ROAD,LEVITTOWN,PA,19056
2091,0001728683,SPROTT FUNDS TRUST,1910 PALOMAR POINT WAY,CARLSBAD,CA,92008-5578
2092,0001728860,Natixis ETF Trust II,888 BOYLSTON STREET,BOSTON,MA,02199
2093,0001736078,Symmetry Panoramic Trust,151 NATIONAL DRIVE,GLASTONBURY,CT,06033
2094,0001738072,"BlackRock Variable Series Funds II, Inc.",100 BELLEVUE PARKWAY,WILMINGTON,DE,19809
2095,0001738073,"BlackRock Series Fund II, Inc.",100 BELLEVUE PARKWAY,WILMINGTON,DE,19809
